Namespace(cfg_file='config/extractor/train_extractor_pointnet.yml', use_sgd=True, no_cuda=False, eval=False, model_path=None)
Using GPU : 0 from 2 devices
PointNet(
  (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv2): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv3): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv4): Conv1d(64, 128, kernel_size=(1,), stride=(1,), bias=False)
  (conv5): Conv1d(128, 1024, kernel_size=(1,), stride=(1,), bias=False)
  (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (linear1): Linear(in_features=1024, out_features=512, bias=False)
  (bn6): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=512, out_features=256, bias=True)
  (bn7): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp2): Dropout(p=0.5, inplace=False)
  (linearf): Linear(in_features=256, out_features=40, bias=True)
)
NUMBER OF TRAINABLE PARAMS: 817768
SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    initial_lr: 0.1
    lr: 0.1
    maximize: False
    momentum: 0.9
    nesterov: False
    weight_decay: 0.0001
)
Train 0, loss: 3.639866, train acc: 0.095175, train avg acc: 0.040037
Test 169, loss: 2.680509, test acc: 0.398298, test avg acc: 0.301628
Train 170, loss: 2.816555, train acc: 0.357695, train avg acc: 0.224211
Test 170, loss: 2.682531, test acc: 0.381686, test avg acc: 0.314017
Train 171, loss: 2.818764, train acc: 0.350163, train avg acc: 0.219054
Test 171, loss: 2.647607, test acc: 0.395867, test avg acc: 0.333471
Train 172, loss: 2.814602, train acc: 0.353827, train avg acc: 0.219255
Test 172, loss: 2.624275, test acc: 0.419773, test avg acc: 0.351337
Train 173, loss: 2.812958, train acc: 0.357085, train avg acc: 0.221586
Test 173, loss: 2.662775, test acc: 0.395867, test avg acc: 0.326785
Train 174, loss: 2.803713, train acc: 0.362480, train avg acc: 0.222563
Test 174, loss: 2.700688, test acc: 0.373582, test avg acc: 0.287436
Train 175, loss: 2.813842, train acc: 0.356779, train avg acc: 0.222866
Test 175, loss: 2.728143, test acc: 0.346434, test avg acc: 0.270750
Train 176, loss: 2.807868, train acc: 0.357695, train avg acc: 0.222957
Test 176, loss: 2.613397, test acc: 0.425446, test avg acc: 0.358558
Train 177, loss: 2.804612, train acc: 0.359528, train avg acc: 0.227102
Test 177, loss: 2.656974, test acc: 0.382496, test avg acc: 0.312483
Train 178, loss: 2.808861, train acc: 0.358408, train avg acc: 0.228900
Test 178, loss: 2.664780, test acc: 0.405997, test avg acc: 0.338471
Train 179, loss: 2.803890, train acc: 0.357797, train avg acc: 0.228222
Test 179, loss: 2.665914, test acc: 0.398298, test avg acc: 0.314483
Train 180, loss: 2.795615, train acc: 0.364108, train avg acc: 0.228595
Test 180, loss: 2.622156, test acc: 0.428687, test avg acc: 0.362291
Train 181, loss: 2.794508, train acc: 0.369300, train avg acc: 0.233352
Test 181, loss: 2.642297, test acc: 0.409238, test avg acc: 0.329506
Train 182, loss: 2.787637, train acc: 0.362785, train avg acc: 0.226789
Test 182, loss: 2.668420, test acc: 0.379254, test avg acc: 0.312029
Train 183, loss: 2.782569, train acc: 0.361971, train avg acc: 0.227599
Test 183, loss: 2.639976, test acc: 0.423825, test avg acc: 0.339965
Train 184, loss: 2.787754, train acc: 0.364515, train avg acc: 0.226277
Test 184, loss: 2.618180, test acc: 0.428282, test avg acc: 0.353250
Train 185, loss: 2.796032, train acc: 0.357695, train avg acc: 0.223676
Test 185, loss: 2.662325, test acc: 0.405186, test avg acc: 0.329041
Train 186, loss: 2.786730, train acc: 0.364414, train avg acc: 0.229970
Test 186, loss: 2.614417, test acc: 0.416937, test avg acc: 0.335384
Train 187, loss: 2.770531, train acc: 0.373677, train avg acc: 0.236780
Test 187, loss: 2.623210, test acc: 0.408833, test avg acc: 0.343983
Train 188, loss: 2.770212, train acc: 0.369401, train avg acc: 0.238916
Test 188, loss: 2.630429, test acc: 0.391410, test avg acc: 0.328517
Train 189, loss: 2.770446, train acc: 0.373779, train avg acc: 0.240480
Test 189, loss: 2.613560, test acc: 0.408833, test avg acc: 0.329070
Train 190, loss: 2.772162, train acc: 0.368893, train avg acc: 0.235251
Test 190, loss: 2.618870, test acc: 0.438412, test avg acc: 0.360453
Train 191, loss: 2.778233, train acc: 0.372150, train avg acc: 0.242903
Test 191, loss: 2.585814, test acc: 0.436791, test avg acc: 0.363110
Train 192, loss: 2.772562, train acc: 0.371132, train avg acc: 0.233592
Test 192, loss: 2.590984, test acc: 0.448136, test avg acc: 0.368355
Train 193, loss: 2.772188, train acc: 0.370623, train avg acc: 0.241363
Test 193, loss: 2.582042, test acc: 0.429903, test avg acc: 0.345779
Train 194, loss: 2.757499, train acc: 0.377138, train avg acc: 0.242741
Test 194, loss: 2.566580, test acc: 0.432739, test avg acc: 0.350703
Train 195, loss: 2.764499, train acc: 0.374898, train avg acc: 0.237180
Test 195, loss: 2.616520, test acc: 0.423825, test avg acc: 0.343331
Train 196, loss: 2.754028, train acc: 0.379988, train avg acc: 0.246173
Test 196, loss: 2.581279, test acc: 0.440032, test avg acc: 0.362163
Train 197, loss: 2.756504, train acc: 0.378563, train avg acc: 0.243465
Test 197, loss: 2.588161, test acc: 0.430713, test avg acc: 0.348390
Train 198, loss: 2.761406, train acc: 0.380395, train avg acc: 0.244219
Test 198, loss: 2.580231, test acc: 0.441248, test avg acc: 0.366064
Train 199, loss: 2.756154, train acc: 0.380395, train avg acc: 0.246063
Test 199, loss: 2.606943, test acc: 0.423420, test avg acc: 0.345180
Train 200, loss: 2.754070, train acc: 0.379886, train avg acc: 0.247513
Test 200, loss: 2.590525, test acc: 0.429903, test avg acc: 0.351122
Train 201, loss: 2.747186, train acc: 0.383449, train avg acc: 0.250487
Test 201, loss: 2.571722, test acc: 0.442869, test avg acc: 0.364058
Train 202, loss: 2.750691, train acc: 0.384976, train avg acc: 0.251733
Test 202, loss: 2.580230, test acc: 0.433955, test avg acc: 0.359064
Train 203, loss: 2.749597, train acc: 0.384263, train avg acc: 0.253264
Test 203, loss: 2.580513, test acc: 0.442464, test avg acc: 0.363744
Train 204, loss: 2.746410, train acc: 0.385383, train avg acc: 0.250502
Test 204, loss: 2.576633, test acc: 0.435170, test avg acc: 0.354843
Train 205, loss: 2.750011, train acc: 0.388335, train avg acc: 0.252101
Test 205, loss: 2.592244, test acc: 0.439627, test avg acc: 0.357076
Train 206, loss: 2.737364, train acc: 0.389251, train avg acc: 0.253886
Test 206, loss: 2.556975, test acc: 0.452593, test avg acc: 0.366116
Train 207, loss: 2.738525, train acc: 0.387724, train avg acc: 0.253539
Test 207, loss: 2.595788, test acc: 0.425851, test avg acc: 0.354320
Train 208, loss: 2.743313, train acc: 0.382533, train avg acc: 0.247098
Test 208, loss: 2.579106, test acc: 0.432334, test avg acc: 0.354500
Train 209, loss: 2.738448, train acc: 0.383347, train avg acc: 0.250095
Test 209, loss: 2.552549, test acc: 0.449757, test avg acc: 0.375820
Train 210, loss: 2.726926, train acc: 0.393221, train avg acc: 0.257075
Test 210, loss: 2.568226, test acc: 0.452998, test avg acc: 0.370977
Train 211, loss: 2.739995, train acc: 0.387419, train avg acc: 0.251596
Test 211, loss: 2.560499, test acc: 0.429903, test avg acc: 0.358703
Train 212, loss: 2.722382, train acc: 0.392203, train avg acc: 0.260268
Test 212, loss: 2.585137, test acc: 0.410049, test avg acc: 0.341547
Train 213, loss: 2.736413, train acc: 0.390574, train avg acc: 0.253393
Test 213, loss: 2.578286, test acc: 0.433549, test avg acc: 0.351959
Train 214, loss: 2.725132, train acc: 0.392101, train avg acc: 0.259022
Test 214, loss: 2.564803, test acc: 0.441248, test avg acc: 0.361878
Train 215, loss: 2.716911, train acc: 0.396478, train avg acc: 0.263844
Test 215, loss: 2.573079, test acc: 0.438006, test avg acc: 0.360035
Train 216, loss: 2.721766, train acc: 0.392712, train avg acc: 0.256141
Test 216, loss: 2.588092, test acc: 0.423015, test avg acc: 0.338070
Train 217, loss: 2.723841, train acc: 0.395053, train avg acc: 0.260817
Test 217, loss: 2.591430, test acc: 0.422204, test avg acc: 0.350169
Train 218, loss: 2.723338, train acc: 0.397089, train avg acc: 0.259504
Test 218, loss: 2.563273, test acc: 0.424230, test avg acc: 0.352128
Train 219, loss: 2.710502, train acc: 0.399735, train avg acc: 0.262755
Test 219, loss: 2.577706, test acc: 0.426256, test avg acc: 0.336750
Train 220, loss: 2.728000, train acc: 0.397801, train avg acc: 0.262347
Test 220, loss: 2.593000, test acc: 0.419368, test avg acc: 0.332203
Train 221, loss: 2.708404, train acc: 0.405741, train avg acc: 0.272760
Test 221, loss: 2.539758, test acc: 0.457861, test avg acc: 0.368971
Train 222, loss: 2.716748, train acc: 0.401975, train avg acc: 0.264465
Test 222, loss: 2.538623, test acc: 0.457050, test avg acc: 0.371977
Train 223, loss: 2.709568, train acc: 0.403196, train avg acc: 0.269384
Test 223, loss: 2.564872, test acc: 0.432739, test avg acc: 0.345070
Train 224, loss: 2.706942, train acc: 0.400957, train avg acc: 0.262449
Test 224, loss: 2.542608, test acc: 0.443679, test avg acc: 0.359407
Train 225, loss: 2.711336, train acc: 0.398921, train avg acc: 0.266046
Test 225, loss: 2.546142, test acc: 0.443679, test avg acc: 0.361477
Train 226, loss: 2.692585, train acc: 0.408082, train avg acc: 0.269732
Test 226, loss: 2.553947, test acc: 0.433549, test avg acc: 0.353785
Train 227, loss: 2.701505, train acc: 0.401466, train avg acc: 0.267847
Test 227, loss: 2.528974, test acc: 0.462318, test avg acc: 0.379849
Train 228, loss: 2.695524, train acc: 0.406555, train avg acc: 0.271263
Test 228, loss: 2.514347, test acc: 0.467180, test avg acc: 0.380651
Train 229, loss: 2.698819, train acc: 0.405130, train avg acc: 0.265236
Test 229, loss: 2.553223, test acc: 0.447326, test avg acc: 0.360116
Train 230, loss: 2.693847, train acc: 0.403909, train avg acc: 0.266795
Test 230, loss: 2.530338, test acc: 0.464749, test avg acc: 0.378808
Train 231, loss: 2.695752, train acc: 0.410118, train avg acc: 0.275248
Test 231, loss: 2.525785, test acc: 0.463128, test avg acc: 0.379820
Train 232, loss: 2.693940, train acc: 0.404316, train avg acc: 0.268269
Test 232, loss: 2.522901, test acc: 0.469206, test avg acc: 0.380308
Train 233, loss: 2.693518, train acc: 0.409507, train avg acc: 0.275711
Test 233, loss: 2.530704, test acc: 0.460292, test avg acc: 0.373273
Train 234, loss: 2.693256, train acc: 0.404112, train avg acc: 0.268396
Test 234, loss: 2.549189, test acc: 0.444895, test avg acc: 0.360895
Train 235, loss: 2.686818, train acc: 0.406657, train avg acc: 0.267483
Test 235, loss: 2.535553, test acc: 0.455429, test avg acc: 0.364430
Train 236, loss: 2.691469, train acc: 0.411441, train avg acc: 0.274246
Test 236, loss: 2.529466, test acc: 0.461507, test avg acc: 0.372488
Train 237, loss: 2.689843, train acc: 0.408489, train avg acc: 0.272297
Test 237, loss: 2.547986, test acc: 0.446921, test avg acc: 0.360529
Train 238, loss: 2.693592, train acc: 0.402280, train avg acc: 0.264444
Test 238, loss: 2.544445, test acc: 0.443679, test avg acc: 0.358448
Train 239, loss: 2.698592, train acc: 0.410423, train avg acc: 0.272595
Test 239, loss: 2.551872, test acc: 0.440032, test avg acc: 0.360785
Train 240, loss: 2.695903, train acc: 0.402789, train avg acc: 0.266099
Test 240, loss: 2.527044, test acc: 0.461507, test avg acc: 0.372855
Train 241, loss: 2.689283, train acc: 0.409609, train avg acc: 0.276059
Test 241, loss: 2.532718, test acc: 0.450972, test avg acc: 0.365395
Train 242, loss: 2.681321, train acc: 0.414495, train avg acc: 0.280105
Test 242, loss: 2.511745, test acc: 0.470827, test avg acc: 0.383686
Train 243, loss: 2.695711, train acc: 0.409609, train avg acc: 0.272513
Test 243, loss: 2.537849, test acc: 0.452188, test avg acc: 0.363105
Train 244, loss: 2.684294, train acc: 0.404418, train avg acc: 0.269966
Test 244, loss: 2.517887, test acc: 0.468395, test avg acc: 0.384180
Train 245, loss: 2.695419, train acc: 0.409711, train avg acc: 0.275431
Test 245, loss: 2.524690, test acc: 0.458671, test avg acc: 0.371779
Train 246, loss: 2.691820, train acc: 0.409304, train avg acc: 0.273476
Test 246, loss: 2.520300, test acc: 0.456645, test avg acc: 0.378355
Train 247, loss: 2.687007, train acc: 0.410831, train avg acc: 0.274387
Test 247, loss: 2.518474, test acc: 0.471232, test avg acc: 0.379349
Train 248, loss: 2.684047, train acc: 0.408184, train avg acc: 0.272277
Test 248, loss: 2.547540, test acc: 0.452593, test avg acc: 0.374308
Train 249, loss: 2.681532, train acc: 0.413070, train avg acc: 0.276941
Test 249, loss: 2.513665, test acc: 0.465559, test avg acc: 0.379767
