Namespace(cfg_file='config/extractor/train_extractor_pointnet2.yml', use_sgd=True, no_cuda=False, eval=False, model_path=None)
Using GPU : 0 from 1 devices
PointNet2(
  (sa1): PointNetSetAbstraction(
    (mlp_convs): ModuleList(
      (0): Conv2d(3, 64, kernel_size=(1, 1), stride=(1, 1))
      (1): Conv2d(64, 64, kernel_size=(1, 1), stride=(1, 1))
      (2): Conv2d(64, 128, kernel_size=(1, 1), stride=(1, 1))
    )
    (mlp_bns): ModuleList(
      (0-1): 2 x BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (2): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
  )
  (sa2): PointNetSetAbstraction(
    (mlp_convs): ModuleList(
      (0): Conv2d(131, 128, kernel_size=(1, 1), stride=(1, 1))
      (1): Conv2d(128, 128, kernel_size=(1, 1), stride=(1, 1))
      (2): Conv2d(128, 256, kernel_size=(1, 1), stride=(1, 1))
    )
    (mlp_bns): ModuleList(
      (0-1): 2 x BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (2): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
  )
  (sa3): PointNetSetAbstraction(
    (mlp_convs): ModuleList(
      (0): Conv2d(259, 256, kernel_size=(1, 1), stride=(1, 1))
      (1): Conv2d(256, 512, kernel_size=(1, 1), stride=(1, 1))
      (2): Conv2d(512, 1024, kernel_size=(1, 1), stride=(1, 1))
    )
    (mlp_bns): ModuleList(
      (0): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (1): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (2): BatchNorm2d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
  )
  (fc1): Linear(in_features=1024, out_features=512, bias=True)
  (bn1): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (drop1): Dropout(p=0.4, inplace=False)
  (fc2): Linear(in_features=512, out_features=256, bias=True)
  (bn2): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (drop2): Dropout(p=0.4, inplace=False)
  (fc3): Linear(in_features=256, out_features=40, bias=True)
)
NUMBER OF TRAINABLE PARAMS: 1475688
SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    initial_lr: 0.1
    lr: 0.1
    maximize: False
    momentum: 0.9
    nesterov: False
    weight_decay: 0.0001
)
Train 0, loss: 3.207777, train acc: 0.246030, train avg acc: 0.138467
Train 158, loss: 1.666388, train acc: 0.848432, train avg acc: 0.789577
Test 158, loss: 1.650510, test acc: 0.837925, test avg acc: 0.778919
Train 159, loss: 1.674163, train acc: 0.844055, train avg acc: 0.785917
Test 159, loss: 1.658067, test acc: 0.833468, test avg acc: 0.779628
Train 160, loss: 1.668026, train acc: 0.845888, train avg acc: 0.792632
Test 160, loss: 1.640938, test acc: 0.838331, test avg acc: 0.782087
Train 161, loss: 1.668441, train acc: 0.847109, train avg acc: 0.787131
Test 161, loss: 1.657598, test acc: 0.832253, test avg acc: 0.787337
Train 162, loss: 1.652298, train acc: 0.854540, train avg acc: 0.797169
Test 162, loss: 1.666768, test acc: 0.826175, test avg acc: 0.776395
Train 163, loss: 1.653309, train acc: 0.854235, train avg acc: 0.799146
Test 163, loss: 1.657085, test acc: 0.838736, test avg acc: 0.784919
Train 164, loss: 1.659584, train acc: 0.851283, train avg acc: 0.797189
Test 164, loss: 1.641595, test acc: 0.830227, test avg acc: 0.778826
Train 165, loss: 1.656716, train acc: 0.852402, train avg acc: 0.799030
Test 165, loss: 1.659693, test acc: 0.823744, test avg acc: 0.768919
Train 166, loss: 1.653036, train acc: 0.854845, train avg acc: 0.797834
Test 166, loss: 1.653235, test acc: 0.833468, test avg acc: 0.769709
Train 167, loss: 1.646242, train acc: 0.853929, train avg acc: 0.796751
Test 167, loss: 1.637855, test acc: 0.838736, test avg acc: 0.782965
Train 168, loss: 1.636210, train acc: 0.862989, train avg acc: 0.806503
Test 168, loss: 1.632961, test acc: 0.839546, test avg acc: 0.782203
Train 169, loss: 1.641719, train acc: 0.859833, train avg acc: 0.805585
Test 169, loss: 1.637237, test acc: 0.836710, test avg acc: 0.792000
Train 170, loss: 1.634431, train acc: 0.860037, train avg acc: 0.804830
Test 170, loss: 1.646356, test acc: 0.832253, test avg acc: 0.777337
Train 171, loss: 1.631268, train acc: 0.866857, train avg acc: 0.817281
Test 171, loss: 1.662550, test acc: 0.831037, test avg acc: 0.773826
Train 172, loss: 1.633111, train acc: 0.861564, train avg acc: 0.806576
Test 172, loss: 1.640651, test acc: 0.841572, test avg acc: 0.785541
Train 173, loss: 1.626763, train acc: 0.862989, train avg acc: 0.805225
Test 173, loss: 1.627055, test acc: 0.842788, test avg acc: 0.790698
Train 174, loss: 1.628597, train acc: 0.864923, train avg acc: 0.812193
Test 174, loss: 1.647130, test acc: 0.829417, test avg acc: 0.777581
Train 175, loss: 1.615561, train acc: 0.867671, train avg acc: 0.818516
Test 175, loss: 1.665902, test acc: 0.832253, test avg acc: 0.788605
Train 176, loss: 1.608741, train acc: 0.872964, train avg acc: 0.819269
Test 176, loss: 1.621026, test acc: 0.848865, test avg acc: 0.798442
Train 177, loss: 1.611461, train acc: 0.874084, train avg acc: 0.820704
Test 177, loss: 1.624949, test acc: 0.853323, test avg acc: 0.808448
Train 178, loss: 1.609368, train acc: 0.869300, train avg acc: 0.819984
Test 178, loss: 1.646435, test acc: 0.833874, test avg acc: 0.778279
Train 179, loss: 1.612806, train acc: 0.870419, train avg acc: 0.817327
Test 179, loss: 1.640583, test acc: 0.832253, test avg acc: 0.786169
Train 180, loss: 1.611475, train acc: 0.869605, train avg acc: 0.815222
Test 180, loss: 1.646265, test acc: 0.833874, test avg acc: 0.781326
Train 181, loss: 1.615436, train acc: 0.864719, train avg acc: 0.810076
Test 181, loss: 1.622077, test acc: 0.844003, test avg acc: 0.798285
Train 182, loss: 1.609532, train acc: 0.871336, train avg acc: 0.824796
Test 182, loss: 1.656659, test acc: 0.832658, test avg acc: 0.787326
Train 183, loss: 1.601085, train acc: 0.873168, train avg acc: 0.821231
Test 183, loss: 1.618528, test acc: 0.848055, test avg acc: 0.803459
Train 184, loss: 1.607783, train acc: 0.870318, train avg acc: 0.818645
Test 184, loss: 1.624627, test acc: 0.833874, test avg acc: 0.794395
Train 185, loss: 1.595709, train acc: 0.878359, train avg acc: 0.831343
Test 185, loss: 1.617351, test acc: 0.844003, test avg acc: 0.793198
Train 186, loss: 1.597347, train acc: 0.876527, train avg acc: 0.828194
Test 186, loss: 1.639276, test acc: 0.833063, test avg acc: 0.783372
Train 187, loss: 1.582794, train acc: 0.883143, train avg acc: 0.833290
Test 187, loss: 1.621057, test acc: 0.850081, test avg acc: 0.799116
Train 188, loss: 1.587379, train acc: 0.881107, train avg acc: 0.833720
Test 188, loss: 1.603947, test acc: 0.854538, test avg acc: 0.798988
Train 189, loss: 1.591432, train acc: 0.877239, train avg acc: 0.828553
Test 189, loss: 1.627994, test acc: 0.842382, test avg acc: 0.791692
Train 190, loss: 1.585114, train acc: 0.880497, train avg acc: 0.832181
Test 190, loss: 1.616943, test acc: 0.843193, test avg acc: 0.790326
Train 191, loss: 1.584875, train acc: 0.879275, train avg acc: 0.828509
Test 191, loss: 1.622646, test acc: 0.844408, test avg acc: 0.800401
Train 192, loss: 1.578456, train acc: 0.886095, train avg acc: 0.842783
Test 192, loss: 1.620400, test acc: 0.843193, test avg acc: 0.798919
Train 193, loss: 1.572395, train acc: 0.886808, train avg acc: 0.841922
Test 193, loss: 1.635571, test acc: 0.837115, test avg acc: 0.790547
Train 194, loss: 1.576364, train acc: 0.885485, train avg acc: 0.838749
Test 194, loss: 1.619051, test acc: 0.844003, test avg acc: 0.796942
Train 195, loss: 1.567703, train acc: 0.887113, train avg acc: 0.840818
Test 195, loss: 1.626786, test acc: 0.839546, test avg acc: 0.805041
Train 196, loss: 1.562791, train acc: 0.891897, train avg acc: 0.850551
Test 196, loss: 1.616683, test acc: 0.845219, test avg acc: 0.807174
Train 197, loss: 1.566465, train acc: 0.887011, train avg acc: 0.840536
Test 197, loss: 1.589158, test acc: 0.858995, test avg acc: 0.815233
Train 198, loss: 1.558215, train acc: 0.892508, train avg acc: 0.850441
Test 198, loss: 1.601099, test acc: 0.845624, test avg acc: 0.800488
Train 199, loss: 1.555648, train acc: 0.893933, train avg acc: 0.852612
Test 199, loss: 1.594096, test acc: 0.853323, test avg acc: 0.807360
Train 200, loss: 1.552683, train acc: 0.896783, train avg acc: 0.849433
Test 200, loss: 1.600373, test acc: 0.852107, test avg acc: 0.807320
Train 201, loss: 1.553966, train acc: 0.895765, train avg acc: 0.852571
Test 201, loss: 1.620549, test acc: 0.835494, test avg acc: 0.784738
Train 202, loss: 1.552713, train acc: 0.895765, train avg acc: 0.854570
Test 202, loss: 1.594122, test acc: 0.854133, test avg acc: 0.809029
Train 203, loss: 1.548969, train acc: 0.896682, train avg acc: 0.857251
Test 203, loss: 1.598889, test acc: 0.848055, test avg acc: 0.797070
Train 204, loss: 1.544283, train acc: 0.900346, train avg acc: 0.858834
Test 204, loss: 1.593301, test acc: 0.853728, test avg acc: 0.803860
Train 205, loss: 1.540996, train acc: 0.900143, train avg acc: 0.859126
Test 205, loss: 1.593183, test acc: 0.854133, test avg acc: 0.803669
Train 206, loss: 1.536537, train acc: 0.904723, train avg acc: 0.865233
Test 206, loss: 1.597552, test acc: 0.853728, test avg acc: 0.818203
Train 207, loss: 1.534766, train acc: 0.903196, train avg acc: 0.864092
Test 207, loss: 1.595591, test acc: 0.853728, test avg acc: 0.805570
Train 208, loss: 1.534865, train acc: 0.903705, train avg acc: 0.862267
Test 208, loss: 1.591023, test acc: 0.855754, test avg acc: 0.805035
Train 209, loss: 1.535852, train acc: 0.903196, train avg acc: 0.861651
Test 209, loss: 1.602921, test acc: 0.845624, test avg acc: 0.801203
Train 210, loss: 1.521736, train acc: 0.909100, train avg acc: 0.870799
Test 210, loss: 1.592465, test acc: 0.852512, test avg acc: 0.806610
Train 211, loss: 1.530218, train acc: 0.905945, train avg acc: 0.865356
Test 211, loss: 1.597384, test acc: 0.851297, test avg acc: 0.805233
Train 212, loss: 1.529637, train acc: 0.905945, train avg acc: 0.867262
Test 212, loss: 1.600004, test acc: 0.850891, test avg acc: 0.806488
Train 213, loss: 1.526330, train acc: 0.908693, train avg acc: 0.873540
Test 213, loss: 1.583945, test acc: 0.858185, test avg acc: 0.818070
Train 214, loss: 1.523405, train acc: 0.911034, train avg acc: 0.870972
Test 214, loss: 1.592325, test acc: 0.855754, test avg acc: 0.807948
Train 215, loss: 1.521918, train acc: 0.907166, train avg acc: 0.868910
Test 215, loss: 1.601832, test acc: 0.844408, test avg acc: 0.801744
Train 216, loss: 1.513516, train acc: 0.913783, train avg acc: 0.877402
Test 216, loss: 1.585770, test acc: 0.855754, test avg acc: 0.813151
Train 217, loss: 1.513442, train acc: 0.914393, train avg acc: 0.875334
Test 217, loss: 1.592639, test acc: 0.849271, test avg acc: 0.802407
Train 218, loss: 1.512995, train acc: 0.914902, train avg acc: 0.874116
Test 218, loss: 1.599455, test acc: 0.849271, test avg acc: 0.813128
Train 219, loss: 1.511072, train acc: 0.913579, train avg acc: 0.876478
Test 219, loss: 1.591598, test acc: 0.860616, test avg acc: 0.814273
Train 220, loss: 1.509312, train acc: 0.914902, train avg acc: 0.880864
Test 220, loss: 1.587407, test acc: 0.853323, test avg acc: 0.808826
Train 221, loss: 1.511009, train acc: 0.912765, train avg acc: 0.879089
Test 221, loss: 1.588865, test acc: 0.854133, test avg acc: 0.812198
Train 222, loss: 1.500731, train acc: 0.919279, train avg acc: 0.882812
Test 222, loss: 1.591202, test acc: 0.850486, test avg acc: 0.809238
Train 223, loss: 1.503780, train acc: 0.917345, train avg acc: 0.882360
Test 223, loss: 1.597595, test acc: 0.848865, test avg acc: 0.798988
Train 224, loss: 1.503200, train acc: 0.919585, train avg acc: 0.887234
Test 224, loss: 1.595271, test acc: 0.857374, test avg acc: 0.816570
Train 225, loss: 1.500058, train acc: 0.917549, train avg acc: 0.882384
Test 225, loss: 1.589146, test acc: 0.850081, test avg acc: 0.802866
Train 226, loss: 1.501256, train acc: 0.918465, train avg acc: 0.884672
Test 226, loss: 1.595313, test acc: 0.850891, test avg acc: 0.809907
Train 227, loss: 1.497455, train acc: 0.922842, train avg acc: 0.887553
Test 227, loss: 1.598865, test acc: 0.851297, test avg acc: 0.809494
Train 228, loss: 1.496332, train acc: 0.919279, train avg acc: 0.884587
Test 228, loss: 1.571926, test acc: 0.858185, test avg acc: 0.812035
Train 229, loss: 1.498037, train acc: 0.919076, train avg acc: 0.884283
Test 229, loss: 1.585280, test acc: 0.850891, test avg acc: 0.805366
Train 230, loss: 1.496037, train acc: 0.921213, train avg acc: 0.887435
Test 230, loss: 1.593211, test acc: 0.850891, test avg acc: 0.809698
Train 231, loss: 1.492627, train acc: 0.923962, train avg acc: 0.891256
Test 231, loss: 1.591468, test acc: 0.853323, test avg acc: 0.809994
Train 232, loss: 1.493488, train acc: 0.920704, train avg acc: 0.886464
Test 232, loss: 1.588019, test acc: 0.855348, test avg acc: 0.817407
Train 233, loss: 1.493071, train acc: 0.922537, train avg acc: 0.886400
Test 233, loss: 1.591600, test acc: 0.851297, test avg acc: 0.806576
Train 234, loss: 1.488740, train acc: 0.924674, train avg acc: 0.892532
Test 234, loss: 1.575162, test acc: 0.860616, test avg acc: 0.817948
Train 235, loss: 1.483366, train acc: 0.927932, train avg acc: 0.893947
Test 235, loss: 1.593892, test acc: 0.853728, test avg acc: 0.812610
Train 236, loss: 1.487382, train acc: 0.924878, train avg acc: 0.892810
Test 236, loss: 1.580545, test acc: 0.855754, test avg acc: 0.816576
Train 237, loss: 1.489586, train acc: 0.923555, train avg acc: 0.889609
Test 237, loss: 1.577243, test acc: 0.856159, test avg acc: 0.811116
Train 238, loss: 1.485340, train acc: 0.927117, train avg acc: 0.893348
Test 238, loss: 1.577781, test acc: 0.856969, test avg acc: 0.813331
Train 239, loss: 1.484365, train acc: 0.925081, train avg acc: 0.891659
Test 239, loss: 1.575023, test acc: 0.856969, test avg acc: 0.813576
Train 240, loss: 1.489401, train acc: 0.923046, train avg acc: 0.890855
Test 240, loss: 1.585199, test acc: 0.855348, test avg acc: 0.815744
Train 241, loss: 1.483545, train acc: 0.928644, train avg acc: 0.896495
Test 241, loss: 1.571307, test acc: 0.864668, test avg acc: 0.823698
Train 242, loss: 1.483575, train acc: 0.929051, train avg acc: 0.899750
Test 242, loss: 1.575828, test acc: 0.854943, test avg acc: 0.813372
Train 243, loss: 1.480034, train acc: 0.928542, train avg acc: 0.897828
Test 243, loss: 1.570835, test acc: 0.862237, test avg acc: 0.813948
Train 244, loss: 1.483594, train acc: 0.928950, train avg acc: 0.896542
Test 244, loss: 1.574561, test acc: 0.858185, test avg acc: 0.815448
Train 245, loss: 1.482007, train acc: 0.926405, train avg acc: 0.894896
Test 245, loss: 1.575435, test acc: 0.863857, test avg acc: 0.822110
Train 246, loss: 1.483925, train acc: 0.928033, train avg acc: 0.894052
Test 246, loss: 1.580977, test acc: 0.859806, test avg acc: 0.817070
Train 247, loss: 1.480903, train acc: 0.927423, train avg acc: 0.896064
Test 247, loss: 1.589267, test acc: 0.852512, test avg acc: 0.811581
Train 248, loss: 1.482741, train acc: 0.927117, train avg acc: 0.897933
Test 248, loss: 1.572046, test acc: 0.857374, test avg acc: 0.813326
Train 249, loss: 1.476341, train acc: 0.929255, train avg acc: 0.899116
Test 249, loss: 1.578423, test acc: 0.855754, test avg acc: 0.809860
