Namespace(cfg_file='config/extractor/train_extractor_dgcnn.yml', use_sgd=True, no_cuda=False, eval=False, model_path=None)
Using GPU : 0 from 2 devices
DGCNN_ORIG(
  (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv1): Sequential(
    (0): Conv2d(6, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
    (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2)
  )
  (conv2): Sequential(
    (0): Conv2d(128, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
    (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2)
  )
  (conv3): Sequential(
    (0): Conv2d(128, 128, kernel_size=(1, 1), stride=(1, 1), bias=False)
    (1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2)
  )
  (conv4): Sequential(
    (0): Conv2d(256, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
    (1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2)
  )
  (conv5): Sequential(
    (0): Conv1d(512, 1024, kernel_size=(1,), stride=(1,), bias=False)
    (1): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2)
  )
  (linear1): Linear(in_features=2048, out_features=512, bias=False)
  (bn6): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=512, out_features=256, bias=True)
  (bn7): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp2): Dropout(p=0.5, inplace=False)
  (linear3): Linear(in_features=256, out_features=40, bias=True)
)
NUMBER OF TRAINABLE PARAMS: 1809576
SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    initial_lr: 0.1
    lr: 0.1
    maximize: False
    momentum: 0.9
    nesterov: False
    weight_decay: 0.0001
)
Train 0, loss: 3.512710, train acc: 0.149125, train avg acc: 0.071139
Test 157, loss: 1.678394, test acc: 0.842788, test avg acc: 0.766552
Train 158, loss: 1.779049, train acc: 0.818709, train avg acc: 0.748004
Test 158, loss: 1.675363, test acc: 0.858995, test avg acc: 0.801605
Train 159, loss: 1.782596, train acc: 0.818811, train avg acc: 0.750539
Test 159, loss: 1.674521, test acc: 0.849676, test avg acc: 0.788506
Train 160, loss: 1.783325, train acc: 0.812805, train avg acc: 0.744361
Test 160, loss: 1.662989, test acc: 0.853323, test avg acc: 0.790791
Train 161, loss: 1.782501, train acc: 0.813416, train avg acc: 0.741741
Test 161, loss: 1.677158, test acc: 0.841167, test avg acc: 0.777738
Train 162, loss: 1.772329, train acc: 0.816368, train avg acc: 0.748345
Test 162, loss: 1.644710, test acc: 0.858185, test avg acc: 0.804808
Train 163, loss: 1.767938, train acc: 0.820847, train avg acc: 0.756135
Test 163, loss: 1.672526, test acc: 0.850081, test avg acc: 0.797041
Train 164, loss: 1.768072, train acc: 0.820542, train avg acc: 0.752724
Test 164, loss: 1.650875, test acc: 0.854133, test avg acc: 0.789593
Train 165, loss: 1.758472, train acc: 0.828685, train avg acc: 0.763048
Test 165, loss: 1.671830, test acc: 0.850486, test avg acc: 0.792663
Train 166, loss: 1.767667, train acc: 0.822679, train avg acc: 0.752474
Test 166, loss: 1.649423, test acc: 0.856969, test avg acc: 0.786919
Train 167, loss: 1.764829, train acc: 0.822272, train avg acc: 0.755287
Test 167, loss: 1.666119, test acc: 0.851702, test avg acc: 0.794715
Train 168, loss: 1.758658, train acc: 0.829499, train avg acc: 0.763314
Test 168, loss: 1.637318, test acc: 0.856969, test avg acc: 0.796436
Train 169, loss: 1.752087, train acc: 0.829194, train avg acc: 0.763599
Test 169, loss: 1.686414, test acc: 0.845219, test avg acc: 0.797326
Train 170, loss: 1.754269, train acc: 0.829601, train avg acc: 0.762572
Test 170, loss: 1.669546, test acc: 0.847245, test avg acc: 0.793337
Train 171, loss: 1.759338, train acc: 0.828481, train avg acc: 0.763927
Test 171, loss: 1.641019, test acc: 0.858185, test avg acc: 0.802291
Train 172, loss: 1.744498, train acc: 0.831535, train avg acc: 0.763874
Test 172, loss: 1.645342, test acc: 0.861831, test avg acc: 0.810047
Train 173, loss: 1.742610, train acc: 0.832757, train avg acc: 0.769440
Test 173, loss: 1.655204, test acc: 0.846029, test avg acc: 0.797273
Train 174, loss: 1.742067, train acc: 0.832349, train avg acc: 0.765397
Test 174, loss: 1.641256, test acc: 0.861831, test avg acc: 0.801657
Train 175, loss: 1.742720, train acc: 0.833673, train avg acc: 0.768534
Test 175, loss: 1.645738, test acc: 0.858590, test avg acc: 0.805913
Train 176, loss: 1.732003, train acc: 0.839169, train avg acc: 0.778480
Test 176, loss: 1.634202, test acc: 0.865883, test avg acc: 0.820198
Train 177, loss: 1.730693, train acc: 0.838966, train avg acc: 0.775125
Test 177, loss: 1.634144, test acc: 0.860211, test avg acc: 0.811041
Train 178, loss: 1.741150, train acc: 0.832044, train avg acc: 0.768119
Test 178, loss: 1.659791, test acc: 0.846840, test avg acc: 0.799797
Train 179, loss: 1.740074, train acc: 0.832960, train avg acc: 0.770731
Test 179, loss: 1.630206, test acc: 0.861426, test avg acc: 0.797244
Train 180, loss: 1.726884, train acc: 0.839577, train avg acc: 0.779948
Test 180, loss: 1.625728, test acc: 0.863452, test avg acc: 0.803279
Train 181, loss: 1.720136, train acc: 0.839678, train avg acc: 0.777292
Test 181, loss: 1.639803, test acc: 0.859400, test avg acc: 0.804622
Train 182, loss: 1.719764, train acc: 0.843037, train avg acc: 0.784446
Test 182, loss: 1.632661, test acc: 0.861021, test avg acc: 0.802547
Train 183, loss: 1.724603, train acc: 0.841409, train avg acc: 0.779519
Test 183, loss: 1.640210, test acc: 0.857780, test avg acc: 0.811762
Train 184, loss: 1.712207, train acc: 0.846600, train avg acc: 0.789532
Test 184, loss: 1.618873, test acc: 0.867504, test avg acc: 0.816988
Train 185, loss: 1.710661, train acc: 0.849450, train avg acc: 0.788353
Test 185, loss: 1.634709, test acc: 0.859806, test avg acc: 0.812878
Train 186, loss: 1.709636, train acc: 0.845379, train avg acc: 0.783355
Test 186, loss: 1.633855, test acc: 0.869530, test avg acc: 0.815779
Train 187, loss: 1.708800, train acc: 0.848840, train avg acc: 0.787033
Test 187, loss: 1.620097, test acc: 0.864668, test avg acc: 0.813785
Train 188, loss: 1.702813, train acc: 0.855456, train avg acc: 0.798030
Test 188, loss: 1.623237, test acc: 0.864668, test avg acc: 0.827250
Train 189, loss: 1.702571, train acc: 0.848432, train avg acc: 0.792563
Test 189, loss: 1.621003, test acc: 0.869125, test avg acc: 0.825448
Train 190, loss: 1.694077, train acc: 0.855252, train avg acc: 0.800257
Test 190, loss: 1.615440, test acc: 0.864263, test avg acc: 0.799901
Train 191, loss: 1.703960, train acc: 0.846193, train avg acc: 0.785755
Test 191, loss: 1.618945, test acc: 0.868314, test avg acc: 0.814610
Train 192, loss: 1.696862, train acc: 0.853420, train avg acc: 0.795286
Test 192, loss: 1.604112, test acc: 0.875608, test avg acc: 0.820035
Train 193, loss: 1.683485, train acc: 0.856678, train avg acc: 0.801850
Test 193, loss: 1.601874, test acc: 0.876418, test avg acc: 0.829250
Train 194, loss: 1.689892, train acc: 0.854438, train avg acc: 0.797287
Test 194, loss: 1.612057, test acc: 0.867909, test avg acc: 0.818930
Train 195, loss: 1.685384, train acc: 0.859222, train avg acc: 0.802583
Test 195, loss: 1.606649, test acc: 0.864263, test avg acc: 0.806227
Train 196, loss: 1.679249, train acc: 0.856372, train avg acc: 0.801665
Test 196, loss: 1.603602, test acc: 0.874797, test avg acc: 0.825616
Train 197, loss: 1.681304, train acc: 0.857594, train avg acc: 0.805267
Test 197, loss: 1.599555, test acc: 0.873177, test avg acc: 0.831738
Train 198, loss: 1.672742, train acc: 0.866246, train avg acc: 0.815042
Test 198, loss: 1.613284, test acc: 0.860211, test avg acc: 0.808081
Train 199, loss: 1.666489, train acc: 0.867264, train avg acc: 0.811762
Test 199, loss: 1.603139, test acc: 0.869125, test avg acc: 0.818756
Train 200, loss: 1.677009, train acc: 0.856779, train avg acc: 0.802103
Test 200, loss: 1.602489, test acc: 0.874797, test avg acc: 0.833238
Train 201, loss: 1.677201, train acc: 0.859426, train avg acc: 0.803825
Test 201, loss: 1.603427, test acc: 0.869530, test avg acc: 0.822378
Train 202, loss: 1.670855, train acc: 0.865941, train avg acc: 0.812462
Test 202, loss: 1.609930, test acc: 0.868720, test avg acc: 0.826430
Train 203, loss: 1.663895, train acc: 0.867875, train avg acc: 0.815096
Test 203, loss: 1.590074, test acc: 0.878039, test avg acc: 0.828907
Train 204, loss: 1.662388, train acc: 0.864210, train avg acc: 0.811774
Test 204, loss: 1.590430, test acc: 0.882496, test avg acc: 0.830029
Train 205, loss: 1.661128, train acc: 0.868384, train avg acc: 0.814201
Test 205, loss: 1.584709, test acc: 0.882496, test avg acc: 0.827651
Train 206, loss: 1.656434, train acc: 0.872455, train avg acc: 0.822725
Test 206, loss: 1.589879, test acc: 0.873582, test avg acc: 0.820326
Train 207, loss: 1.651246, train acc: 0.871743, train avg acc: 0.817754
Test 207, loss: 1.588326, test acc: 0.876013, test avg acc: 0.830703
Train 208, loss: 1.651420, train acc: 0.872455, train avg acc: 0.820374
Test 208, loss: 1.582140, test acc: 0.880470, test avg acc: 0.829448
Train 209, loss: 1.652649, train acc: 0.871844, train avg acc: 0.817610
Test 209, loss: 1.582529, test acc: 0.880470, test avg acc: 0.822826
Train 210, loss: 1.642822, train acc: 0.875916, train avg acc: 0.824396
Test 210, loss: 1.579085, test acc: 0.878039, test avg acc: 0.832442
Train 211, loss: 1.648692, train acc: 0.877138, train avg acc: 0.828652
Test 211, loss: 1.576038, test acc: 0.880875, test avg acc: 0.834494
Train 212, loss: 1.653600, train acc: 0.871437, train avg acc: 0.817392
Test 212, loss: 1.579914, test acc: 0.881686, test avg acc: 0.832698
Train 213, loss: 1.645010, train acc: 0.877239, train avg acc: 0.828196
Test 213, loss: 1.582329, test acc: 0.875203, test avg acc: 0.832907
Train 214, loss: 1.641584, train acc: 0.878970, train avg acc: 0.828811
Test 214, loss: 1.584424, test acc: 0.878849, test avg acc: 0.829076
Train 215, loss: 1.644780, train acc: 0.873270, train avg acc: 0.823906
Test 215, loss: 1.579360, test acc: 0.875608, test avg acc: 0.825622
Train 216, loss: 1.640743, train acc: 0.879377, train avg acc: 0.829918
Test 216, loss: 1.575723, test acc: 0.884522, test avg acc: 0.837116
Train 217, loss: 1.630517, train acc: 0.882431, train avg acc: 0.832437
Test 217, loss: 1.578675, test acc: 0.880065, test avg acc: 0.830279
Train 218, loss: 1.636803, train acc: 0.878461, train avg acc: 0.828970
Test 218, loss: 1.571280, test acc: 0.882901, test avg acc: 0.834907
Train 219, loss: 1.633445, train acc: 0.881413, train avg acc: 0.834410
Test 219, loss: 1.573577, test acc: 0.882901, test avg acc: 0.832326
Train 220, loss: 1.635220, train acc: 0.878156, train avg acc: 0.830648
Test 220, loss: 1.575920, test acc: 0.882901, test avg acc: 0.828651
Train 221, loss: 1.629770, train acc: 0.880497, train avg acc: 0.835138
Test 221, loss: 1.574442, test acc: 0.881280, test avg acc: 0.834366
Train 222, loss: 1.627377, train acc: 0.882227, train avg acc: 0.834882
Test 222, loss: 1.571629, test acc: 0.885332, test avg acc: 0.839651
Train 223, loss: 1.625349, train acc: 0.882736, train avg acc: 0.831044
Test 223, loss: 1.564872, test acc: 0.884522, test avg acc: 0.832488
Train 224, loss: 1.626020, train acc: 0.881311, train avg acc: 0.831817
Test 224, loss: 1.576467, test acc: 0.882091, test avg acc: 0.832140
Train 225, loss: 1.625356, train acc: 0.882431, train avg acc: 0.832496
Test 225, loss: 1.575956, test acc: 0.882091, test avg acc: 0.831233
Train 226, loss: 1.626160, train acc: 0.882125, train avg acc: 0.834261
Test 226, loss: 1.572060, test acc: 0.884117, test avg acc: 0.829605
Train 227, loss: 1.625527, train acc: 0.882940, train avg acc: 0.836332
Test 227, loss: 1.570160, test acc: 0.881280, test avg acc: 0.830105
Train 228, loss: 1.621468, train acc: 0.887826, train avg acc: 0.841076
Test 228, loss: 1.575441, test acc: 0.884117, test avg acc: 0.831186
Train 229, loss: 1.620659, train acc: 0.887622, train avg acc: 0.841252
Test 229, loss: 1.565919, test acc: 0.888169, test avg acc: 0.838017
Train 230, loss: 1.620599, train acc: 0.884365, train avg acc: 0.835108
Test 230, loss: 1.573144, test acc: 0.880065, test avg acc: 0.831064
Train 231, loss: 1.617509, train acc: 0.886299, train avg acc: 0.835363
Test 231, loss: 1.570111, test acc: 0.881280, test avg acc: 0.833360
Train 232, loss: 1.617963, train acc: 0.887113, train avg acc: 0.841566
Test 232, loss: 1.576437, test acc: 0.880470, test avg acc: 0.839564
Train 233, loss: 1.612754, train acc: 0.891185, train avg acc: 0.850147
Test 233, loss: 1.570002, test acc: 0.883306, test avg acc: 0.833442
Train 234, loss: 1.623268, train acc: 0.885383, train avg acc: 0.837081
Test 234, loss: 1.572425, test acc: 0.877634, test avg acc: 0.835448
Train 235, loss: 1.619914, train acc: 0.883754, train avg acc: 0.839006
Test 235, loss: 1.572634, test acc: 0.880875, test avg acc: 0.832651
Train 236, loss: 1.612701, train acc: 0.893526, train avg acc: 0.844795
Test 236, loss: 1.569820, test acc: 0.882091, test avg acc: 0.833360
Train 237, loss: 1.620451, train acc: 0.887928, train avg acc: 0.841419
Test 237, loss: 1.567179, test acc: 0.880065, test avg acc: 0.830820
Train 238, loss: 1.610506, train acc: 0.891592, train avg acc: 0.844987
Test 238, loss: 1.566940, test acc: 0.882901, test avg acc: 0.831314
Train 239, loss: 1.615026, train acc: 0.886706, train avg acc: 0.842407
Test 239, loss: 1.570259, test acc: 0.880065, test avg acc: 0.827529
Train 240, loss: 1.611567, train acc: 0.889963, train avg acc: 0.844388
Test 240, loss: 1.570552, test acc: 0.882901, test avg acc: 0.837279
Train 241, loss: 1.612067, train acc: 0.888436, train avg acc: 0.841741
Test 241, loss: 1.569657, test acc: 0.880065, test avg acc: 0.830651
Train 242, loss: 1.608053, train acc: 0.890981, train avg acc: 0.844935
Test 242, loss: 1.569606, test acc: 0.880875, test avg acc: 0.831483
Train 243, loss: 1.608801, train acc: 0.888844, train avg acc: 0.842308
Test 243, loss: 1.567802, test acc: 0.885737, test avg acc: 0.842692
Train 244, loss: 1.610355, train acc: 0.892508, train avg acc: 0.846825
Test 244, loss: 1.572933, test acc: 0.880875, test avg acc: 0.835942
Train 245, loss: 1.609702, train acc: 0.888538, train avg acc: 0.844087
Test 245, loss: 1.566573, test acc: 0.886953, test avg acc: 0.836936
Train 246, loss: 1.604423, train acc: 0.890879, train avg acc: 0.844823
Test 246, loss: 1.566387, test acc: 0.886143, test avg acc: 0.839488
Train 247, loss: 1.605871, train acc: 0.890676, train avg acc: 0.845229
Test 247, loss: 1.563038, test acc: 0.882901, test avg acc: 0.835279
Train 248, loss: 1.607931, train acc: 0.894340, train avg acc: 0.849138
Test 248, loss: 1.570439, test acc: 0.884522, test avg acc: 0.838570
Train 249, loss: 1.607648, train acc: 0.890574, train avg acc: 0.846033
Test 249, loss: 1.568455, test acc: 0.881686, test avg acc: 0.834360
